"Response.No","Tab.No","Survey.Date","Survey Start Date","Survey End Date","AC Name","Mandal Name","Village Name","no_data_flag"
1705,487,2015-05-28,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
2045,487,2015-07-16,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
2293,487,2015-07-14,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
3580,487,2015-06-18,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
3613,487,2015-07-04,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
4306,487,2015-06-19,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
4332,487,2015-07-05,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
5279,487,2015-06-29,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
5279,487,2015-06-29,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
5966,487,2015-07-03,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
6361,487,2015-06-03,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
6576,487,2015-05-24,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
6732,487,2015-06-02,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
7065,487,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
7190,487,2015-06-04,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
7265,487,2015-06-03,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
7347,487,2015-06-27,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
7347,487,2015-06-27,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
7679,487,2015-06-03,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
8554,487,2015-06-04,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
8777,487,2015-06-05,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
8913,487,2015-07-03,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
9058,487,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9362,487,2015-06-10,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9642,487,2015-06-22,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9700,487,2015-06-25,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10280,487,2015-06-24,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10371,487,2015-07-03,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
10376,487,2015-06-27,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
10376,487,2015-06-27,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10911,487,2015-06-22,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
11119,487,2015-07-05,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
12078,487,2015-06-27,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
12078,487,2015-06-27,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
12840,487,2015-07-15,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
12922,487,2015-06-19,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
13297,487,2015-06-01,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
13429,487,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
15686,487,2015-06-19,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
15907,487,2015-06-02,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
16921,487,2015-06-01,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
16974,487,2015-06-09,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
17238,487,2015-07-05,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
17476,487,2015-07-17,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
17912,487,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
18241,487,2015-06-01,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
18555,487,2015-07-12,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
19171,487,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
19796,487,2015-06-25,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
20270,487,2015-06-29,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
20270,487,2015-06-29,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
22219,487,2015-06-24,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
22944,487,2015-07-18,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
23126,487,2015-07-14,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
23498,487,2015-06-14,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
24376,487,2015-05-25,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
24736,487,2015-07-11,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
25697,487,2015-06-27,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
25697,487,2015-06-27,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
25955,487,2015-07-03,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
26615,487,2015-07-14,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
26878,487,2015-06-02,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
27294,487,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
27706,487,2015-07-10,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
28122,487,2015-06-05,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
29775,487,2015-06-01,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
29859,487,2015-06-29,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
29859,487,2015-06-29,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
333,488,2015-06-11,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
4302,488,2015-06-18,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
4407,488,2015-05-29,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
4796,488,2015-05-27,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
6181,488,2015-06-04,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Sivapuram",0
6406,488,2015-06-21,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
6839,488,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
7482,488,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
7578,488,2015-06-21,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9549,488,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9880,488,2015-06-25,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10358,488,2015-05-30,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
10724,488,2015-05-29,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
11131,488,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
11296,488,2015-05-30,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
12302,488,2015-06-03,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Sivapuram",0
12342,488,2015-06-14,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
16249,488,2015-06-04,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Sivapuram",0
16349,488,2015-06-18,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
17259,488,2015-05-27,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
18074,488,2015-06-17,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
18114,488,2015-06-05,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Sivapuram",0
18145,488,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
18223,488,2015-06-25,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
18328,488,2015-06-22,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
18697,488,2015-06-05,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Sivapuram",0
19510,488,2015-05-29,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
19533,488,2015-06-18,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
20257,488,2015-05-29,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
21125,488,2015-05-29,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
21995,488,2015-06-14,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
22341,488,2015-05-28,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
22449,488,2015-06-19,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
22491,488,2015-05-28,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
23850,488,2015-05-27,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
27120,488,2015-06-01,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Sivapuram",0
27121,488,2015-05-30,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
27742,488,2015-06-01,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Sivapuram",0
27860,488,2015-05-28,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
29067,488,2015-06-10,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
29738,488,2015-06-19,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
379,489,2015-07-14,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
1016,489,2015-05-31,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
1016,489,2015-05-31,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
1016,489,2015-06-30,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
1016,489,2015-06-30,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
1277,489,2015-06-13,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
1516,489,2015-07-16,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
1881,489,2015-07-16,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
2291,489,2015-07-14,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
2512,489,2015-06-12,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
3055,489,2015-06-09,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
3177,489,2015-06-29,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
3193,489,2015-06-14,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
3468,489,2015-06-16,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
5557,489,2015-06-02,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
6671,489,2015-05-26,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Mundlapadu",0
7177,489,2015-06-26,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
7263,489,2015-07-10,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
8521,489,2015-05-31,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
8604,489,2015-06-17,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
9047,489,2015-06-01,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
9227,489,2015-06-01,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
9258,489,2015-06-23,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
10203,489,2015-07-12,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
10409,489,2015-06-13,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
11177,489,2015-06-11,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
11423,489,2015-06-28,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
12187,489,2015-05-31,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
12495,489,2015-06-01,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
12584,489,2015-06-13,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
12800,489,2015-06-23,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
12891,489,2015-06-13,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
13476,489,2015-06-22,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
13529,489,2015-06-06,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
13536,489,2015-06-13,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
13543,489,2015-06-11,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
13751,489,2015-05-26,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Mundlapadu",0
14279,489,2015-06-23,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
14517,489,2015-06-20,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
14921,489,2015-07-11,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
17206,489,2015-07-17,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
17288,489,2015-06-23,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
17557,489,2015-06-11,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
17767,489,2015-05-31,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
17785,489,2015-05-31,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
17864,489,2015-07-15,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
18928,489,2015-06-02,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
19040,489,2015-07-16,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
19542,489,2015-05-25,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Mundlapadu",0
19564,489,2015-06-11,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
19603,489,2015-06-11,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
20215,489,2015-06-24,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
20809,489,2015-06-03,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
20869,489,2015-07-05,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
21041,489,2015-06-21,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
21657,489,2015-06-29,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
21902,489,2015-05-25,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Mundlapadu",0
22170,489,2015-06-28,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
22310,489,2015-07-17,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
22351,489,2015-05-25,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Mundlapadu",0
22757,489,2015-06-24,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
23268,489,2015-07-11,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
23961,489,2015-06-18,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
23990,489,2015-07-04,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
24252,489,2015-07-12,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
24347,489,2015-06-21,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
25240,489,2015-07-17,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
25912,489,2015-06-11,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
26197,489,2015-07-16,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
26755,489,2015-06-27,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
26836,489,2015-06-10,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
27088,489,2015-06-28,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
27322,489,2015-06-19,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
27465,489,2015-07-10,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
27829,489,2015-06-02,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
28394,489,2015-06-23,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
28603,489,2015-06-16,"2015-06-06","2015-06-25","Jaggaiahpeta","Penuganchiprolu","Anigallapadu",0
29098,489,2015-05-31,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","Kollikulla",0
29102,489,2015-06-29,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
581,490,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
1123,490,2015-06-09,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
1210,490,2015-07-12,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
1755,490,2015-06-11,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
2762,490,2015-05-26,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
3720,490,2015-06-19,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
4411,490,2015-06-03,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
5524,490,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
8050,490,2015-06-14,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
8398,490,2015-06-14,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
8903,490,2015-06-04,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
9179,490,2015-06-05,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
9616,490,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9699,490,2015-06-10,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9730,490,2015-05-27,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
9929,490,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9964,490,2015-06-10,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10099,490,2015-06-21,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10493,490,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10911,490,2015-05-24,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
11103,490,2015-05-24,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
11622,490,2015-07-15,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
12963,490,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
13050,490,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
13594,490,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
14035,490,2015-07-14,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
14211,490,2015-06-04,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
14787,490,2015-06-05,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
14862,490,2015-06-04,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
15075,490,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
16153,490,2015-06-20,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
16414,490,2015-06-11,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
17301,490,2015-06-19,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
17523,490,2015-06-04,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
18338,490,2015-06-05,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
18402,490,2015-06-05,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
19989,490,2015-06-05,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
20891,490,2015-07-14,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
21957,490,2015-07-11,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
22267,490,2015-06-14,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
